Matricule,Id appartenance,Id fonction occupée,Nom,Prénom,Code du groupe politique,Nom court du groupe politique,Date de début d'appartenance,Date de fin d'appartenance,Nom court fonction,Date de début de la fonction,Date de fin de la fonction
20108W,3142,3557,Le Rudulier,Stéphane,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20108W,3197,3612,Le Rudulier,Stéphane,UMP,Groupe Les Républicains,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
000707,1517,1777,Le Sassier Boisauné,Etienne,RI,Groupe des RI,,1965-10-01 00:00:00.0,Membre,,1965-10-01 00:00:00.0
89006N,811,807,Lesbros,Marcel,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2007-01-25 00:00:00.0,Membre,2002-12-11 00:00:00.0,2007-01-25 00:00:00.0
89006N,9,9,Lesbros,Marcel,UC,Groupe Union Centriste,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
11098Y,2174,2448,Le Scouarnec,Michel,CRC,Groupe CRCE,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0
88005H,3,3,Lesein,François,RDSE,Groupe du RDSE,,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
01043Q,550,549,Létard,Valérie,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01043Q,609,606,Létard,Valérie,UC,Groupe Union Centriste,2001-10-02 00:00:00.0,2007-07-19 00:00:00.0,Membre,2001-10-02 00:00:00.0,2004-10-05 00:00:00.0
01043Q,609,2075,Létard,Valérie,UC,Groupe Union Centriste,2001-10-02 00:00:00.0,2007-07-19 00:00:00.0,Vice-Président,2004-10-06 00:00:00.0,2007-07-19 00:00:00.0
01043Q,2115,2388,Létard,Valérie,UC,Groupe Union Centriste,2010-12-14 00:00:00.0,,Membre,2010-12-14 00:00:00.0,
04076N,1785,2049,Le Texier,Raymonde,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04076N,1711,1973,Le Texier,Raymonde,SOC,"Groupe Socialiste, Écologiste et Républicain",2004-10-05 00:00:00.0,2011-09-30 00:00:00.0,Membre,2004-10-05 00:00:00.0,2011-09-30 00:00:00.0
57830P,1192,1452,Letoquart,Léandre,C,Communistes,,1978-10-01 00:00:00.0,Membre,,1978-10-01 00:00:00.0
57130R,1193,1453,Levacher,François,CRARS,Centre Républicain d'Action Rurale et Sociale,,1971-10-01 00:00:00.0,Membre,,1971-10-01 00:00:00.0
000710,1518,1778,Leveque,Paul,RI,Groupe des RI,,1968-10-01 00:00:00.0,Membre,,1968-10-01 00:00:00.0
07025P,1858,2137,Le Vern,Alain,NI,Réunion administrative des non-inscrits,2007-06-29 00:00:00.0,2007-07-03 00:00:00.0,Membre,2007-06-29 00:00:00.0,2007-07-03 00:00:00.0
07025P,1861,2140,Le Vern,Alain,SOC,"Groupe Socialiste, Écologiste et Républicain",2007-07-04 00:00:00.0,2013-09-30 00:00:00.0,Membre,2007-07-04 00:00:00.0,2013-09-30 00:00:00.0
20052X,3110,3525,Levi,Pierre-Antoine,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20052X,3260,3675,Levi,Pierre-Antoine,UC,Groupe Union Centriste,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
19697Q,2810,3204,Lévrier,Martin,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19697Q,2885,3281,Lévrier,Martin,LREM,"Groupe Rassemblement des démocrates, progressistes et indépendants",2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
000708,1519,1779,Leygue,Louis,GD,Gauche Démocratique,,1962-09-23 00:00:00.0,Membre,,1962-09-23 00:00:00.0
89033R,1194,1454,Leyzour,Félix,CRC,Groupe CRCE,,1997-06-12 00:00:00.0,Membre,,1997-06-12 00:00:00.0
19581D,2804,3198,Lherbier,Brigitte,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19581D,2954,3356,Lherbier,Brigitte,UMP,Groupe Les Républicains,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
000005,1195,1455,Lhospied,Jean,SOC,"Groupe Socialiste, Écologiste et Républicain",,1974-10-01 00:00:00.0,Membre,,1974-10-01 00:00:00.0
000124,1153,1413,L'Huillier,Waldeck,C,Communistes,,1962-12-06 00:00:00.0,Membre,,1962-12-06 00:00:00.0
11077T,2288,2562,Lienemann,Marie-Noëlle,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2018-10-15 00:00:00.0,Membre,2011-10-01 00:00:00.0,2018-10-15 00:00:00.0
11077T,3022,3428,Lienemann,Marie-Noëlle,CRC,Groupe CRCE,2018-10-16 00:00:00.0,,Membre,2018-10-16 00:00:00.0,
000200,1196,1456,Liot,Robert,UNR,Union pour la Nouvelle République,,1968-10-01 00:00:00.0,Membre,,1968-10-01 00:00:00.0
12035A,2373,2693,Lipietz,Hélène,ECO,Groupe écologiste,2012-06-17 00:00:00.0,2014-05-04 00:00:00.0,Membre,2012-06-17 00:00:00.0,2014-05-04 00:00:00.0
12035A,2739,3132,Lipietz,Hélène,NI,Réunion administrative des non-inscrits,2017-08-07 00:00:00.0,2017-10-01 00:00:00.0,Membre,2017-08-07 00:00:00.0,2017-10-01 00:00:00.0
95044H,298,298,Lise,Claude,SOC,"Groupe Socialiste, Écologiste et Républicain",,2011-09-30 00:00:00.0,Membre,,2011-09-30 00:00:00.0
59546W,1197,1457,Lise,Roger,UC,Groupe Union Centriste,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
14205J,2453,2771,Loisier,Anne-Catherine,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14205J,2582,2924,Loisier,Anne-Catherine,UC,Groupe Union Centriste,2014-10-07 00:00:00.0,,Membre,2014-10-07 00:00:00.0,
58925A,1448,1708,Lombard,Georges,UC,Groupe Union Centriste,,1989-10-01 00:00:00.0,Membre,,1989-10-01 00:00:00.0
80025C,50,50,Lombard,Maurice,RPR,Groupe du RPR,,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
000017,1198,1458,Longchambon,Henri,GD,Gauche Démocratique,,1969-03-20 00:00:00.0,Membre,,1969-03-20 00:00:00.0
14219Q,2473,2791,Longeot,Jean-François,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14219Q,2583,2925,Longeot,Jean-François,UC,Groupe Union Centriste,2014-10-07 00:00:00.0,,Membre,2014-10-07 00:00:00.0,
000351,1199,1459,Longequeue,Louis,SOC,"Groupe Socialiste, Écologiste et Républicain",,1990-08-11 00:00:00.0,Membre,,1990-08-11 00:00:00.0
10005K,2102,2374,Longère,Christiane,UMP,Groupe Les Républicains,2010-04-17 00:00:00.0,2011-09-30 00:00:00.0,Membre,2010-04-17 00:00:00.0,2011-09-30 00:00:00.0
01048V,556,555,Longuet,Gérard,AUCUN,Sénateurs n'appartenant à aucun groupe,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0,Membre,2001-10-01 00:00:00.0,2001-10-01 00:00:00.0
01048V,610,607,Longuet,Gérard,RI,Groupe des RI,2001-10-02 00:00:00.0,2002-12-10 00:00:00.0,Membre,2001-10-02 00:00:00.0,2002-12-10 00:00:00.0
01048V,795,791,Longuet,Gérard,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-03-27 00:00:00.0,Membre,2002-12-11 00:00:00.0,2009-07-06 00:00:00.0
01048V,795,2357,Longuet,Gérard,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-03-27 00:00:00.0,Président,2009-07-07 00:00:00.0,2011-03-07 00:00:00.0
01048V,795,2398,Longuet,Gérard,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-03-27 00:00:00.0,Membre,2011-03-08 00:00:00.0,2011-03-27 00:00:00.0
01048V,2126,2404,Longuet,Gérard,UMP,Groupe Les Républicains,2011-10-01 00:00:00.0,2011-11-01 00:00:00.0,Membre,2011-10-01 00:00:00.0,2011-11-01 00:00:00.0
01048V,2377,2699,Longuet,Gérard,UMP,Groupe Les Républicains,2012-06-17 00:00:00.0,,Membre,2012-06-17 00:00:00.0,
14059S,2463,2781,Lopez,Vivette,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14059S,2557,2889,Lopez,Vivette,UMP,Groupe Les Républicains,2014-10-07 00:00:00.0,,Membre,2014-10-07 00:00:00.0,
11106F,2192,2466,Lorgeoux,Jeanny,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,2017-10-01 00:00:00.0,Membre,2011-10-01 00:00:00.0,2017-10-01 00:00:00.0
86037H,64,64,Loridant,Paul,CRC,Groupe CRCE,,2004-09-30 00:00:00.0,Membre,,2004-09-30 00:00:00.0
95045J,810,806,Lorrain,Jean-Louis,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0
95045J,2096,2369,Lorrain,Jean-Louis,NI,Réunion administrative des non-inscrits,2010-03-07 00:00:00.0,2010-03-09 00:00:00.0,Membre,2010-03-07 00:00:00.0,2010-03-09 00:00:00.0
95045J,2098,2371,Lorrain,Jean-Louis,UMP,Groupe Les Républicains,2010-03-10 00:00:00.0,2013-06-27 00:00:00.0,Membre,2010-03-10 00:00:00.0,2013-06-27 00:00:00.0
95045J,217,217,Lorrain,Jean-Louis,UC,Groupe Union Centriste,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
000762,1520,1780,Loste,Henri,RI,Groupe des RI,,1971-10-01 00:00:00.0,Membre,,1971-10-01 00:00:00.0
19441R,2756,3150,Louault,Pierre,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19441R,2976,3382,Louault,Pierre,UC,Groupe Union Centriste,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
92033R,719,715,Loueckhote,Simon,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2011-09-30 00:00:00.0
92033R,302,302,Loueckhote,Simon,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
59547X,1200,1460,Louisy,François,SOC,"Groupe Socialiste, Écologiste et Républicain",,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
000015,1461,1721,Louvel,Jean-Marie,UCDP,Union Centriste des Démocrates de Progrès,,1970-06-13 00:00:00.0,Membre,,1970-06-13 00:00:00.0
59548Y,1201,1461,Louvot,Pierre,RI,Groupe des RI,,1995-10-01 00:00:00.0,Membre,,1995-10-01 00:00:00.0
08012N,2032,2303,Lozach,Jean-Jacques,SOC,"Groupe Socialiste, Écologiste et Républicain",2008-10-01 00:00:00.0,,Membre,2008-10-01 00:00:00.0,
000004,1202,1462,du Luart,Ladislas,RIAS,Républicains Indépendants d'Action Sociale (Devenu C.N.I.P.),,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
77043E,776,772,du Luart,Roland,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0
77043E,231,231,du Luart,Roland,RI,Groupe des RI,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
17779H,2818,3212,Lubin,Monique,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
17779H,2916,3314,Lubin,Monique,SOC,"Groupe Socialiste, Écologiste et Républicain",2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
77044F,263,263,Luc,Hélène,CRC,Groupe CRCE,,2007-09-18 00:00:00.0,Président,1979-01-01 00:00:00.0,2001-04-03 00:00:00.0
77044F,263,505,Luc,Hélène,CRC,Groupe CRCE,,2007-09-18 00:00:00.0,Membre,2001-04-04 00:00:00.0,2007-09-18 00:00:00.0
14103D,2441,2759,Luche,Jean-Claude,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14103D,2584,2926,Luche,Jean-Claude,UC,Groupe Union Centriste,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0,Membre,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0
59549A,1203,1463,Lucotte,Marcel,RI,Groupe des RI,,1995-10-01 00:00:00.0,Président,,1995-10-01 00:00:00.0
12016W,2844,3238,Lurel,Victorin,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
12016W,2917,3315,Lurel,Victorin,SOC,"Groupe Socialiste, Écologiste et Républicain",2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
02004M,648,645,Luypaert,Brigitte,NI,Réunion administrative des non-inscrits,2002-06-08 00:00:00.0,2002-06-19 00:00:00.0,Membre,2002-06-08 00:00:00.0,2002-06-19 00:00:00.0
02004M,651,648,Luypaert,Brigitte,UC,Groupe Union Centriste,2002-06-19 00:00:00.0,2002-12-10 00:00:00.0,Membre,2002-06-19 00:00:00.0,2002-12-10 00:00:00.0
02004M,809,805,Luypaert,Brigitte,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2004-06-01 00:00:00.0,Membre,2002-12-11 00:00:00.0,2004-06-01 00:00:00.0
000633,1204,1464,Machefer,Philippe,SOC,"Groupe Socialiste, Écologiste et Républicain",,1982-08-15 00:00:00.0,Membre,,1982-08-15 00:00:00.0
83040P,144,144,Machet,Jacques,UC,Groupe Union Centriste,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
04079R,1786,2050,Madec,Roger,AUCUN,Sénateurs n'appartenant à aucun groupe,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0,Membre,2004-10-01 00:00:00.0,2004-10-04 00:00:00.0
04079R,1715,1977,Madec,Roger,SOC,"Groupe Socialiste, Écologiste et Républicain",2004-10-05 00:00:00.0,2017-10-01 00:00:00.0,Membre,2004-10-05 00:00:00.0,2017-10-01 00:00:00.0
80026D,101,101,Madelain,Jean,UC,Groupe Union Centriste,,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
80027E,88,88,Madrelle,Philippe,SOC,"Groupe Socialiste, Écologiste et Républicain",1980-09-28 00:00:00.0,2019-08-27 00:00:00.0,Membre,1980-09-28 00:00:00.0,2019-08-27 00:00:00.0
11104D,2227,2501,Magner,Jacques-Bernard,SOC,"Groupe Socialiste, Écologiste et Républicain",2011-10-01 00:00:00.0,,Membre,2011-10-01 00:00:00.0,
08019V,2049,2320,Magras,Michel,UMP,Groupe Les Républicains,2008-10-01 00:00:00.0,2020-09-30 00:00:00.0,Membre,2008-10-01 00:00:00.0,2020-09-30 00:00:00.0
95046K,250,250,Mahéas,Jacques,SOC,"Groupe Socialiste, Écologiste et Républicain",,2011-09-30 00:00:00.0,Membre,,2011-09-30 00:00:00.0
000223,1205,1465,Mailhe,Pierre,GD,Gauche Démocratique,,1974-10-01 00:00:00.0,Membre,,1974-10-01 00:00:00.0
000518,1206,1466,Maille,Pierre,UCDP,Union Centriste des Démocrates de Progrès,,1973-11-16 00:00:00.0,Membre,,1973-11-16 00:00:00.0
000059,1207,1467,Maillols,Sylvain,RPR,Groupe du RPR,,1983-10-02 00:00:00.0,Membre,,1983-10-02 00:00:00.0
58947G,1606,1866,Malassagne,Paul,RPR,Groupe du RPR,,1989-10-01 00:00:00.0,Membre,,1989-10-01 00:00:00.0
000742,1589,1849,Male,Fernand,GD,Gauche Démocratique,,1961-02-21 00:00:00.0,Membre,,1961-02-21 00:00:00.0
000611,1449,1709,Male,Guy,UC,Groupe Union Centriste,,1987-12-03 00:00:00.0,Membre,,1987-12-03 00:00:00.0
74028S,132,132,Malécot,Kléber,UC,Groupe Union Centriste,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
19657G,2747,3141,Malet,Viviane,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19657G,2955,3357,Malet,Viviane,UMP,Groupe Les Républicains,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
14018U,2432,2750,Malherbe,Hermeline,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-08-27 00:00:00.0,2014-09-08 00:00:00.0,Membre,2014-08-27 00:00:00.0,2014-09-08 00:00:00.0
14018U,2435,2753,Malherbe,Hermeline,RDSE,Groupe du RDSE,2014-09-09 00:00:00.0,2017-10-01 00:00:00.0,Membre,2014-09-09 00:00:00.0,2017-10-01 00:00:00.0
14251Q,2500,2818,Malhuret,Claude,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14251Q,2558,2890,Malhuret,Claude,UMP,Groupe Les Républicains,2014-10-07 00:00:00.0,2017-10-02 00:00:00.0,Membre,2014-10-07 00:00:00.0,2017-10-02 00:00:00.0
14251Q,2874,3269,Malhuret,Claude,RTLI,Groupe Les Indépendants - République et Territoires,2017-10-03 00:00:00.0,,Président,2017-10-03 00:00:00.0,
04100U,1803,2081,Malovry,Lucienne,UMP,Groupe Les Républicains,2004-11-02 00:00:00.0,2011-09-30 00:00:00.0,Membre,2004-11-02 00:00:00.0,2011-09-30 00:00:00.0
92034S,405,413,Maman,André,UC,Groupe Union Centriste,1998-10-05 00:00:00.0,2001-09-30 00:00:00.0,Membre,1998-10-05 00:00:00.0,2001-09-30 00:00:00.0
92034S,314,314,Maman,André,NI,Réunion administrative des non-inscrits,,1998-10-04 00:00:00.0,Membre,,1998-10-04 00:00:00.0
14063N,2469,2787,Manable,Christian,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14063N,2589,2931,Manable,Christian,SOC,"Groupe Socialiste, Écologiste et Républicain",2014-10-07 00:00:00.0,2020-09-30 00:00:00.0,Membre,2014-10-07 00:00:00.0,2020-09-30 00:00:00.0
14031R,2448,2766,Mandelli,Didier,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14031R,2559,2891,Mandelli,Didier,UMP,Groupe Les Républicains,2014-10-07 00:00:00.0,,Membre,2014-10-07 00:00:00.0,
80028F,58,58,Manet,Michel,SOC,"Groupe Socialiste, Écologiste et Républicain",,1998-09-30 00:00:00.0,Membre,,1998-09-30 00:00:00.0
01004H,504,502,Mano,Jean-Yves,SOC,"Groupe Socialiste, Écologiste et Républicain",2001-03-28 00:00:00.0,2004-09-30 00:00:00.0,Membre,2001-03-28 00:00:00.0,2004-09-30 00:00:00.0
03004R,1636,1901,Mantienne,Bernard,NI,Réunion administrative des non-inscrits,2004-02-13 00:00:00.0,2004-02-23 00:00:00.0,Membre,2004-02-13 00:00:00.0,2004-02-23 00:00:00.0
03004R,1637,1903,Mantienne,Bernard,UC,Groupe Union Centriste,2004-02-24 00:00:00.0,2004-09-30 00:00:00.0,Membre,2004-02-24 00:00:00.0,2004-09-30 00:00:00.0
14111D,2510,2828,Marc,Alain,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0,Membre,2014-10-01 00:00:00.0,2014-10-06 00:00:00.0
14111D,2568,2900,Marc,Alain,UMP,Groupe Les Républicains,2014-10-07 00:00:00.0,2017-10-02 00:00:00.0,Membre,2014-10-07 00:00:00.0,2017-10-02 00:00:00.0
14111D,2875,3270,Marc,Alain,RTLI,Groupe Les Indépendants - République et Territoires,2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
59715V,1208,1468,Marcellin,Raymond,UREI,Union des Républicains et des Indépendants,,1981-06-21 00:00:00.0,Membre,,1981-06-21 00:00:00.0
56406W,1209,1469,Marcellin,Roger,RI,Groupe des RI,,1962-07-04 00:00:00.0,Membre,,1962-07-04 00:00:00.0
98046X,365,370,Marc,François,AUCUN,Sénateurs n'appartenant à aucun groupe,1998-10-01 00:00:00.0,1998-10-04 00:00:00.0,Membre,1998-10-01 00:00:00.0,1998-10-04 00:00:00.0
98046X,397,405,Marc,François,SOC,"Groupe Socialiste, Écologiste et Républicain",1998-10-05 00:00:00.0,2017-09-24 00:00:00.0,Membre,1998-10-05 00:00:00.0,2017-09-24 00:00:00.0
19637C,2801,3195,Marchand,Frédéric,AUCUN,Sénateurs n'appartenant à aucun groupe,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0,Membre,2017-10-02 00:00:00.0,2017-10-02 00:00:00.0
19637C,2886,3282,Marchand,Frédéric,LREM,"Groupe Rassemblement des démocrates, progressistes et indépendants",2017-10-03 00:00:00.0,,Membre,2017-10-03 00:00:00.0,
000236,1210,1470,Marcilhacy,Pierre,NI,Réunion administrative des non-inscrits,,1980-10-01 00:00:00.0,Membre,,1980-10-01 00:00:00.0
20142Y,3162,3577,de Marco,Monique,AUCUN,Sénateurs n'appartenant à aucun groupe,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0,Membre,2020-10-01 00:00:00.0,2020-10-04 00:00:00.0
20142Y,3246,3661,de Marco,Monique,GEST,Groupe Écologiste - Solidarité et Territoires,2020-10-05 00:00:00.0,,Membre,2020-10-05 00:00:00.0,
93007T,431,448,Marest,Max,NI,Réunion administrative des non-inscrits,2000-03-19 00:00:00.0,2000-03-24 00:00:00.0,Membre,2000-03-19 00:00:00.0,2000-03-24 00:00:00.0
93007T,432,449,Marest,Max,RPR,Groupe du RPR,2000-03-24 00:00:00.0,2002-12-10 00:00:00.0,Membre,2000-03-24 00:00:00.0,2002-12-10 00:00:00.0
93007T,740,736,Marest,Max,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2004-09-30 00:00:00.0
000498,1211,1471,Marette,Jacques,UNR,Union pour la Nouvelle République,,1962-05-15 00:00:00.0,Membre,,1962-05-15 00:00:00.0
14001X,2408,2723,Marie,Didier,AUCUN,Sénateurs n'appartenant à aucun groupe,2014-01-01 00:00:00.0,2014-01-06 00:00:00.0,Membre,2014-01-01 00:00:00.0,2014-01-06 00:00:00.0
14001X,2409,2724,Marie,Didier,SOC,"Groupe Socialiste, Écologiste et Républicain",2014-01-07 00:00:00.0,,Membre,2014-01-07 00:00:00.0,
57749X,1212,1472,Marie Anne,Georges,RPR,Groupe du RPR,,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
92035T,688,684,Marini,Philippe,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2015-01-08 00:00:00.0,Membre,2002-12-11 00:00:00.0,2015-01-08 00:00:00.0
92035T,179,179,Marini,Philippe,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
000746,1521,1781,Maroselli,André,GD,Gauche Démocratique,,1968-09-22 00:00:00.0,Membre,,1968-09-22 00:00:00.0
92036U,209,209,Marquès,René,UC,Groupe Union Centriste,,2001-09-30 00:00:00.0,Membre,,2001-09-30 00:00:00.0
000738,1522,1782,Marrane,Georges,C,Communistes,,1968-10-01 00:00:00.0,Membre,,1968-10-01 00:00:00.0
000227,1213,1473,Marre,Louis,RI,Groupe des RI,,1977-10-02 00:00:00.0,Membre,,1977-10-02 00:00:00.0
11085T,2310,2584,Marseille,Hervé,UC,Groupe Union Centriste,2011-10-01 00:00:00.0,,Membre,2011-10-01 00:00:00.0,2011-11-01 00:00:00.0
11085T,2310,2631,Marseille,Hervé,UC,Groupe Union Centriste,2011-10-01 00:00:00.0,,Vice-Président,2011-11-02 00:00:00.0,2014-10-06 00:00:00.0
11085T,2310,2909,Marseille,Hervé,UC,Groupe Union Centriste,2011-10-01 00:00:00.0,,Membre,2014-10-07 00:00:00.0,2017-10-02 00:00:00.0
11085T,2310,3371,Marseille,Hervé,UC,Groupe Union Centriste,2011-10-01 00:00:00.0,,Président,2017-10-03 00:00:00.0,
04096S,2313,2587,Marsin,Daniel,RDSE,Groupe du RDSE,,2011-09-30 00:00:00.0,Membre,,2011-09-30 00:00:00.0
58633Q,1214,1474,Marson,James,C,Communistes,,1986-10-01 00:00:00.0,Membre,,1986-10-01 00:00:00.0
000561,1215,1475,Martin,André,RDE,Rassemblement Démocratique et Européen,,1993-11-07 00:00:00.0,Membre,,1993-11-07 00:00:00.0
59235J,1216,1476,Martin,Hubert,UREI,Union des Républicains et des Indépendants,,1992-10-01 00:00:00.0,Membre,,1992-10-01 00:00:00.0
58342G,1576,1836,Martin,Louis,UREI,Union des Républicains et des Indépendants,,1983-10-02 00:00:00.0,Membre,,1983-10-02 00:00:00.0
57456M,1217,1477,Martin,Marcel,NI,Réunion administrative des non-inscrits,,1974-10-01 00:00:00.0,Membre,,1974-10-01 00:00:00.0
95047L,707,703,Martin,Pierre,UMP,Groupe Les Républicains,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0,Membre,2002-12-11 00:00:00.0,2014-09-30 00:00:00.0
95047L,258,258,Martin,Pierre,RPR,Groupe du RPR,,2002-12-10 00:00:00.0,Membre,,2002-12-10 00:00:00.0
58621L,1218,1478,Martin,René,C,Communistes,,1986-10-01 00:00:00.0,Membre,,1986-10-01 00:00:00.0
19826F,3057,3468,Martin,Pascal,NI,Réunion administrative des non-inscrits,2019-10-01 00:00:00.0,2019-10-01 00:00:00.0,Membre,2019-10-01 00:00:00.0,2019-10-01 00:00:00.0
19826F,3058,3469,Martin,Pascal,UC,Groupe Union Centriste,2019-10-02 00:00:00.0,,Membre,2019-10-02 00:00:00.0,
000136,1219,1479,Marzin,Pierre,GD,Gauche Démocratique,,1980-10-01 00:00:00.0,Membre,,1980-10-01 00:00:00.0
14273W,2639,2992,Masclet,Patrick,UMP,Groupe Les Républicains,2015-04-22 00:00:00.0,2017-06-04 00:00:00.0,Membre,2015-04-22 00:00:00.0,2017-06-04 00:00:00.0
000332,1577,1837,Massa,Paul,GD,Gauche Démocratique,,1971-10-01 00:00:00.0,Membre,,1971-10-01 00:00:00.0
